country,year,yield_tons_ha,avg_temp,total_rainfall,avg_humidity,avg_solar,country_encoded
Mexico,2022,6.0603,18.252876712328767,267.49,44.90315068493151,22.49380821917808,12
Mexico,2023,6.2031,18.764328767123285,355.9,44.86202739726027,22.22967123287671,12
Nigeria,2000,1.4038,24.722377049180327,1710.12,62.388251366120215,19.455437158469945,13
Nigeria,2001,0.9808,24.59317808219178,822.26,61.78202739726027,20.115753424657534,13
Nigeria,2002,0.9818,24.90153424657534,1089.47,63.367698630136985,19.804164383561645,13
Nigeria,2003,1.0357,25.4273698630137,858.91,61.333698630136986,19.76027397260274,13
Nigeria,2004,1.069,26.02745901639344,558.04,56.91032786885246,19.307759562841532,13
Nigeria,2005,1.1,26.024575342465752,772.4,59.847013698630136,19.056356164383562,13
Nigeria,2006,1.127,25.49227397260274,994.01,61.81347945205479,19.247835616438355,13
Nigeria,2007,1.6923,24.69671232876712,1522.85,65.41906849315069,19.063561643835616,13
Nigeria,2008,1.6562999999999999,24.641120218579236,1102.42,64.76090163934427,19.374754098360654,13
Nigeria,2009,1.6667,25.198383561643837,997.37,65.13386301369863,19.011068493150685,13
Nigeria,2010,1.4844000000000002,25.083342465753425,1178.56,66.2331506849315,18.951890410958903,13
Nigeria,2011,1.2791,25.051863013698632,864.86,61.63495890410958,19.233534246575342,13
Nigeria,2012,1.0189,24.901666666666667,1284.2,64.03524590163934,18.591939890710382,13
Nigeria,2013,1.0,25.68904109589041,565.78,62.25854794520548,18.927123287671233,13
Nigeria,2014,1.3043,25.62723287671233,863.1899999999999,61.27060273972603,18.930164383561646,13
Nigeria,2015,1.0,25.821095890410962,726.62,56.04380821917809,18.998931506849313,13
Nigeria,2016,1.0,25.23636612021858,1390.08,64.4333606557377,19.000901639344264,13
Nigeria,2017,1.6779000000000002,25.56254794520548,920.2,60.46608219178082,19.29364383561644,13
Nigeria,2018,1.7142,25.643123287671234,905.24,61.5307397260274,18.85641095890411,13
Nigeria,2019,1.6825999999999999,25.684109589041096,1117.11,62.29712328767123,18.604219178082193,13
Nigeria,2020,1.1,25.06409836065574,1162.47,63.31046448087432,19.387103825136613,13
Nigeria,2021,3.1255,25.265287671232876,1506.18,62.90509589041096,19.44901369863014,13
Nigeria,2022,2.1826999999999996,24.26950684931507,1714.56,66.47312328767123,18.96449315068493,13
Nigeria,2023,1.5866,26.22682191780822,694.06,59.21695890410959,19.25254794520548,13
Pakistan,2000,2.4907,20.128169398907104,76.89,24.573114754098363,20.814098360655738,14
Pakistan,2001,2.3254,20.096794520547945,138.63,27.889561643835616,20.3326301369863,14
Pakistan,2002,2.2620999999999998,19.924712328767125,100.84,25.038904109589044,20.362191780821917,14
Pakistan,2003,2.3878000000000004,19.298876712328767,141.95,28.94709589041096,20.319753424657534,14
Pakistan,2004,2.3733,20.196584699453553,108.28,26.658715846994536,20.350573770491803,14
Pakistan,2005,2.5858000000000003,18.73,176.28,33.434136986301375,20.180383561643836,14
Pakistan,2006,2.5185999999999997,19.842986301369862,206.41,34.60189041095891,19.7246301369863,14
Pakistan,2007,2.7156,19.287945205479453,258.06,35.175342465753424,20.265123287671233,14
Pakistan,2008,2.4514,19.448114754098363,194.69,32.19540983606557,20.074016393442623,14
Pakistan,2009,2.6568,19.57191780821918,128.63,31.434246575342467,20.47794520547945,14
Pakistan,2010,2.5528000000000004,19.890383561643834,184.69,31.32890410958904,19.878,14
Pakistan,2011,2.8328,19.7713698630137,125.51,33.536849315068494,19.940849315068494,14
Pakistan,2012,2.7138,18.647322404371586,135.0,31.023169398907104,20.13948087431694,14
Pakistan,2013,2.7956999999999996,19.28158904109589,168.92000000000002,33.76824657534247,20.105534246575342,14
Pakistan,2014,2.8241,19.39827397260274,72.47,29.798794520547943,20.229041095890413,14
Pakistan,2015,2.7256,19.472794520547943,142.26,33.275424657534245,20.064767123287673,14
Pakistan,2016,2.779,20.640081967213114,131.18,30.328715846994534,20.35483606557377,14
Pakistan,2017,2.9729,19.795534246575343,149.48,31.615424657534245,20.12290410958904,14
Pakistan,2018,2.8505,20.17841095890411,114.44,29.146465753424653,20.158575342465753,14
Pakistan,2019,2.8059000000000003,18.68841095890411,334.65,42.21520547945205,19.698219178082194,14
Pakistan,2020,2.8675,16.807868852459016,1445.17,54.334071038251366,20.146284153005464,14
Pakistan,2021,2.9956,19.702986301369865,363.97,35.50723287671233,20.31353424657534,14
Pakistan,2022,2.9196,18.886164383561642,618.6,46.806876712328766,19.675479452054795,14
Pakistan,2023,3.1176,19.01109589041096,547.72,43.388958904109586,19.404246575342466,14
Poland,2000,3.2268000000000003,9.46584699453552,660.66,77.62748633879781,10.428087431693989,15
Poland,2001,3.5336,7.92731506849315,706.6899999999999,81.86556164383562,10.076849315068493,15
Poland,2002,3.8539,8.847972602739725,691.58,78.53698630136986,10.645041095890411,15
Poland,2003,3.4046999999999996,8.27972602739726,483.34,76.1706301369863,11.271123287671234,15
Poland,2004,4.2811,8.356120218579235,560.54,78.13546448087432,10.689562841530055,15
Poland,2005,3.9545,8.460246575342465,550.08,76.37712328767124,11.470219178082193,15
Poland,2006,3.2447,8.625780821917807,508.13,79.21893150684932,11.41495890410959,15
Poland,2007,3.9381,9.439753424657535,649.91,78.5304109589041,10.746383561643835,15
Poland,2008,4.0716,9.58620218579235,557.38,77.23068306010929,10.637295081967213,15
Poland,2009,4.1725,8.582328767123288,639.5,79.02978082191781,10.907808219178081,15
Poland,2010,4.429,6.783589041095891,887.83,83.76271232876712,10.518849315068493,15
Poland,2011,4.1348,8.74249315068493,540.75,80.05435616438356,11.224602739726027,15
Poland,2012,4.143800000000001,8.713907103825136,532.23,76.17521857923498,11.035928961748635,15
Poland,2013,4.4367,8.18441095890411,672.82,81.32098630136986,10.373616438356164,15
Poland,2014,4.9721,9.705315068493151,623.89,78.35301369863014,10.9,15
Poland,2015,4.5744,9.889616438356164,424.84,73.81416438356163,11.176383561643837,15
Poland,2016,4.5802,9.186229508196721,665.77,78.24546448087432,10.807131147540984,15
Poland,2017,4.8773,8.58558904109589,741.61,82.28635616438356,10.438876712328767,15
Poland,2018,3.9871,9.954575342465754,515.91,77.34832876712329,11.771972602739726,15
Poland,2019,4.3035,10.420630136986302,472.75,75.75838356164384,11.368328767123286,15
Poland,2020,5.2341999999999995,9.861803278688525,702.7,77.82609289617486,11.105081967213115,15
Poland,2021,4.9753,8.271835616438356,680.81,81.55506849315069,10.751835616438356,15
Poland,2022,5.2394,9.560246575342465,603.01,77.30556164383562,11.497972602739727,15
Poland,2023,5.28,10.264328767123288,671.6,78.1066301369863,10.957013698630137,15
South Africa,2000,2.5997,18.133306010928962,232.35,42.20931693989071,21.856010928961748,16
South Africa,2001,2.5708,17.82550684931507,324.67,45.40230136986301,21.98021917808219,16
South Africa,2002,2.5906,17.838630136986303,229.92,41.29367123287671,22.35468493150685,16
South Africa,2003,2.068,18.346739726027398,160.36,37.77487671232877,22.31950684931507,16
South Africa,2004,2.0325,18.142513661202184,396.88,47.07765027322404,21.99986338797814,16
South Africa,2005,2.3665,18.326082191780824,170.88,39.59890410958904,21.872657534246578,16
South Africa,2006,2.7516,17.538493150684932,329.42,46.325534246575344,21.646712328767123,16
South Africa,2007,3.0141999999999998,18.183945205479453,181.36,38.65827397260274,21.982931506849315,16
South Africa,2008,2.8476,18.264508196721312,274.02,43.781639344262295,21.876038251366122,16
South Africa,2009,3.0475,18.29046575342466,211.42000000000002,41.87578082191781,21.671479452054793,16
South Africa,2010,2.5623,18.962191780821918,190.0,38.89961643835617,21.895753424657535,16
South Africa,2011,3.3156999999999996,17.603698630136986,249.96,43.623424657534244,21.675780821917808,16
South Africa,2012,3.7476,17.77243169398907,256.58,41.68183060109289,21.709918032786884,16
South Africa,2013,3.6993,17.81421917808219,146.12,38.76531506849315,22.498931506849317,16
South Africa,2014,3.6721,18.31095890410959,205.05,42.31323287671233,22.12917808219178,16
South Africa,2015,2.9865999999999997,18.984383561643835,139.56,38.477780821917804,22.065972602739727,16
South Africa,2016,3.7571,18.63866120218579,180.52,39.961256830601094,22.25245901639344,16
South Africa,2017,3.1225,18.655342465753424,159.46,37.41345205479452,22.46441095890411,16
South Africa,2018,3.7111,18.156301369863016,156.86,39.419780821917804,22.340301369863013,16
South Africa,2019,2.8426,19.19868493150685,110.86,34.085369863013696,22.785726027397263,16
South Africa,2020,4.1585,18.341311475409835,229.95,39.645081967213116,22.295573770491803,16
South Africa,2021,4.3649,17.90378082191781,206.08,40.56821917808219,22.11041095890411,16
South Africa,2022,3.7226999999999997,18.040794520547948,397.69,47.724630136986306,21.09260273972603,16
South Africa,2023,3.8108,18.33578082191781,203.26,40.873342465753424,21.832383561643834,16
Ukraine,2000,1.9755999999999998,8.584863387978142,616.5,77.53830601092896,12.149781420765027,17
Ukraine,2001,3.102,8.423890410958904,594.6,75.0285205479452,12.208657534246575,17
Ukraine,2002,3.0455,9.177479452054795,513.51,72.48827397260274,12.340876712328768,17
Ukraine,2003,2.9385,7.401452054794521,534.35,77.35293150684932,13.029945205479454,17
Ukraine,2004,3.1660999999999997,8.319207650273224,630.01,78.83866120218579,11.706530054644809,17
Ukraine,2005,2.8457,8.630493150684933,589.44,76.63139726027397,12.534164383561645,17
Ukraine,2006,2.5308,8.22676712328767,510.04,77.6512602739726,12.342465753424657,17
Ukraine,2007,2.342,10.358575342465754,445.56,69.21301369863014,12.762082191780822,17
Ukraine,2008,3.6698000000000004,9.379863387978142,563.13,75.4268306010929,12.06620218579235,17
Ukraine,2009,3.093,9.306657534246575,494.34,73.77150684931506,12.49367123287671,17
Ukraine,2010,2.6816,8.91227397260274,685.09,78.1711506849315,12.781287671232876,17
Ukraine,2011,3.3533000000000004,8.453287671232877,523.67,75.33410958904109,12.928712328767123,17
Ukraine,2012,2.7999,9.267295081967212,522.57,73.08079234972678,13.380409836065574,17
Ukraine,2013,3.3931,9.360027397260273,452.94,75.66747945205479,12.250739726027398,17
Ukraine,2014,4.0119,9.43345205479452,483.46,69.67402739726028,13.092,17
Ukraine,2015,3.8792,9.897780821917808,504.45,71.15271232876712,13.014986301369865,17
Ukraine,2016,4.2056000000000004,9.02571038251366,692.18,76.09401639344263,12.555819672131149,17
Ukraine,2017,4.1097,9.539095890410959,460.42,73.39712328767123,12.963698630136987,17
Ukraine,2018,3.7241999999999997,9.392657534246576,579.57,74.84082191780823,13.321863013698628,17
Ukraine,2019,4.1566,10.478849315068494,399.86,72.28605479452055,12.88227397260274,17
Ukraine,2020,3.795,10.766994535519125,439.42,68.99560109289618,13.084016393442623,17
Ukraine,2021,4.5332,8.784191780821917,659.59,76.87071232876713,12.468191780821918,17
Ukraine,2022,3.9249,9.638986301369863,517.71,74.29542465753426,12.360027397260273,17
Ukraine,2023,4.6422,10.537232876712329,619.16,75.70443835616437,12.540027397260273,17
United States of America,2000,2.8238000000000003,14.371994535519125,1057.96,70.85349726775956,16.11101092896175,18
United States of America,2001,2.7018,15.158219178082192,958.42,71.1012602739726,16.379479452054795,18
United States of America,2002,2.3567,14.16758904109589,936.54,72.12786301369863,15.901561643835615,18
United States of America,2003,2.9711999999999996,14.21821917808219,1078.03,71.69558904109589,15.725150684931508,18
United States of America,2004,2.9026,14.182950819672131,1203.95,76.21546448087432,15.465409836065573,18
United States of America,2005,2.8230999999999997,14.84282191780822,916.76,72.28964383561645,16.35904109589041,18
United States of America,2006,2.5986,15.726054794520548,856.95,65.78476712328766,16.467917808219177,18
United States of America,2007,2.7046,14.05794520547945,1329.27,79.88298630136987,15.359890410958903,18
United States of America,2008,3.0175,13.149426229508196,1525.33,78.82524590163935,15.552540983606557,18
United States of America,2009,2.9897,13.369205479452056,1315.74,77.72128767123287,15.49295890410959,18
United States of America,2010,3.1167,14.409479452054795,996.8299999999999,75.09293150684931,16.15950684931507,18
United States of America,2011,2.9421999999999997,15.221534246575342,957.67,67.23572602739726,16.171424657534246,18
United States of America,2012,3.1154,16.479071038251366,870.51,66.34754098360656,16.965737704918034,18
United States of America,2013,3.1673,13.249424657534247,1209.72,74.65791780821918,15.55813698630137,18
United States of America,2014,2.9378,13.788082191780822,872.05,70.14909589041095,16.066082191780822,18
United States of America,2015,2.9299,14.658602739726028,1306.19,75.81898630136986,15.644054794520548,18
United States of America,2016,3.5408000000000004,15.406366120218578,966.56,75.66806010928961,16.529262295081967,18
United States of America,2017,3.1175,15.229287671232875,1152.67,73.13550684931506,16.27986301369863,18
United States of America,2018,3.2005,14.505205479452053,1002.66,73.21008219178083,15.630657534246573,18
United States of America,2019,3.4745999999999997,13.798876712328768,1582.79,81.41994520547945,15.375643835616437,18
United States of America,2020,3.3417,14.457978142076502,1121.82,77.46303278688525,15.575464480874317,18
United States of America,2021,2.9805,14.977479452054794,1061.6,74.65389041095891,15.663616438356165,18
United States of America,2022,3.1265,15.086054794520548,895.87,65.60065753424658,16.448520547945204,18
United States of America,2023,3.2694,15.977315068493152,853.24,68.61449315068494,16.498438356164385,18
