country,year,yield_tons_ha,avg_temp,total_rainfall,avg_humidity,avg_solar,country_encoded
Bangladesh,2021,3.2996,25.68591780821918,2323.2,76.79961643835617,15.800438356164383,2
Bangladesh,2022,3.45,25.359041095890408,2140.18,78.78027397260274,16.204054794520548,2
Bangladesh,2023,3.4945999999999997,25.82484931506849,2547.82,77.13293150684932,15.826657534246575,2
Brazil,2000,1.5155999999999998,26.646775956284152,1742.91,66.02991803278688,19.228551912568307,3
Brazil,2001,1.9487999999999999,27.11271232876712,1614.37,62.20942465753424,19.329808219178084,3
Brazil,2002,1.4754,27.75027397260274,1243.46,60.123424657534244,19.98967123287671,3
Brazil,2003,2.4035,26.866383561643833,1546.3,65.44342465753424,19.661123287671234,3
Brazil,2004,2.0728,26.62155737704918,1748.92,66.87617486338797,19.419043715846993,3
Brazil,2005,1.9735,27.59827397260274,1335.97,62.163753424657536,18.929013698630136,3
Brazil,2006,1.5927,26.578986301369863,1556.27,66.25156164383561,19.764054794520547,3
Brazil,2007,2.2199,27.73665753424657,1116.65,57.291890410958906,20.572109589041094,3
Brazil,2008,2.5496999999999996,26.685901639344266,1524.0,64.76071038251365,19.62685792349727,3
Brazil,2009,2.0801999999999996,26.21980821917808,1801.72,73.40821917808219,19.318082191780825,3
Brazil,2010,2.8288,27.21013698630137,1395.84,62.183863013698634,20.292794520547943,3
Brazil,2011,2.6601999999999997,26.4421095890411,1657.44,67.77695890410959,19.322164383561645,3
Brazil,2012,2.31,27.066065573770494,1420.32,64.0566393442623,20.041994535519127,3
Brazil,2013,2.7491,26.649397260273975,1919.6,68.7751506849315,19.4206301369863,3
Brazil,2014,2.2088,27.271150684931506,1232.22,63.57391780821918,20.037726027397262,3
Brazil,2015,2.2278000000000002,27.562520547945205,1179.3700000000001,64.51849315068493,20.216356164383562,3
Brazil,2016,3.1551,28.03136612021858,1292.6,60.38330601092896,20.08016393442623,3
Brazil,2017,2.279,27.899123287671234,959.32,57.809780821917805,20.297068493150686,3
Brazil,2018,2.6292,27.35158904109589,1262.9,62.9873698630137,19.807753424657534,3
Brazil,2019,2.6578000000000004,28.67821917808219,781.94,56.636986301369866,20.601260273972603,3
Brazil,2020,2.6079,28.064699453551913,921.17,60.0910655737705,20.186284153005467,3
Brazil,2021,2.8621,27.820301369863014,1233.18,59.335780821917815,19.727534246575342,3
Brazil,2022,3.2658,27.30539726027397,1221.53,60.99339726027397,19.99882191780822,3
Brazil,2023,2.3211999999999997,28.757178082191782,1051.33,57.89342465753424,20.36372602739726,3
Canada,2000,2.4446,-1.6862841530054644,613.34,84.39642076502733,10.665191256830601,4
Canada,2001,1.9452,0.2476712328767123,532.9,83.03249315068493,11.546410958904108,4
Canada,2002,1.8324,-1.868876712328767,549.28,84.19191780821917,11.69813698630137,4
Canada,2003,2.2565,-1.0898630136986303,561.03,84.34813698630137,11.06586301369863,4
Canada,2004,2.6409000000000002,-2.668005464480874,626.94,86.08196721311475,11.08396174863388,4
Canada,2005,2.7380999999999998,-0.43953424657534246,690.71,86.9208493150685,11.071890410958904,4
Canada,2006,2.6096,-0.21060273972602733,749.58,87.56608219178082,11.074904109589042,4
Canada,2007,2.3316999999999997,-1.9137534246575343,671.53,88.13643835616438,10.973808219178082,4
Canada,2008,2.8575,-2.882322404371585,540.99,87.18806010928961,11.81191256830601,4
Canada,2009,2.7897,-2.2685753424657533,643.86,88.19279452054795,10.986904109589041,4
Canada,2010,2.8085,-0.18758904109589034,585.06,86.0457808219178,10.788,4
Canada,2011,2.9568000000000003,-0.7149863013698631,676.59,85.16430136986301,11.589397260273973,4
Canada,2012,2.8743000000000003,-1.4748087431693988,740.31,87.84087431693989,10.818907103825136,4
Canada,2013,3.598,-2.3431506849315067,573.17,87.56416438356163,11.597561643835615,4
Canada,2014,3.0818000000000003,-3.219835616438356,579.9,88.37715068493151,11.202657534246574,4
Canada,2015,2.8925,-0.8212876712328767,452.94,84.36964383561643,11.528191780821917,4
Canada,2016,3.5805,-0.40603825136612015,712.28,86.80849726775956,10.924972677595628,4
Canada,2017,3.3815,-1.3332602739726027,828.99,88.08920547945206,11.13890410958904,4
Canada,2018,3.2742,-3.210082191780822,712.17,89.95846575342465,11.138027397260274,4
Canada,2019,3.3834,-2.838575342465753,674.02,89.518,10.729205479452055,4
Canada,2020,3.5374,-2.4798360655737706,808.71,91.34696721311475,10.553306010928962,4
Canada,2021,2.4375,-1.7403561643835617,684.96,89.90380821917807,11.379890410958904,4
Canada,2022,3.449,-2.685315068493151,559.4399999999999,88.95887671232877,11.775479452054794,4
Canada,2023,3.1201,-0.03419178082191779,550.93,88.68416438356165,11.220438356164383,4
China,2000,3.7382,7.140928961748633,379.81,57.043907103825134,16.388770491803278,5
China,2001,3.8061,7.366630136986302,342.1,55.72087671232877,15.591424657534246,5
China,2002,3.7765999999999997,7.598931506849316,317.26,55.50704109589041,16.123479452054795,5
China,2003,3.9318,7.263808219178082,443.75,59.31082191780822,15.357287671232877,5
China,2004,4.2519,7.142786885245901,347.58,57.43377049180327,16.16677595628415,5
China,2005,4.2753000000000005,7.131479452054794,413.43,59.993890410958905,15.09186301369863,5
China,2006,4.5935,7.905397260273972,366.07,57.68786301369863,15.542328767123287,5
China,2007,4.607600000000001,7.5872602739726025,415.9,58.00101369863013,15.133945205479453,5
